Unnamed: 0,SAMPID,근무 시작 시점 (년),근무 시작 시점 (월),직업 코드 (세분류),직업 코드 (대분류),아버지 직업 (고용직업분류),아버지 직업 (표준직업분류),아버지 종사상지위,아버지 최종학력 변동 여부,아버지 최종학교,어머니 최종학교,어머니 직업 (고용직업분류),어머니 직업 (표준직업분류),주택 종류,"주택 면적 (비단독주택, 평)"
2593,102595,2017.0,3.0,8124.0,8.0,8.0,2.0,1.0,1.0,,,5.0,2.0,6.0,9090909.0
2594,102596,2018.0,2.0,8523.0,8.0,8.0,7.0,1.0,1.0,,,10.0,11.0,6.0,10.0
2595,102597,2021.0,9.0,284.0,0.0,8.0,2.0,1.0,1.0,,,10.0,11.0,1.0,
2596,102598,2022.0,6.0,8360.0,8.0,0.0,3.0,1.0,1.0,,,10.0,11.0,6.0,9090909.0
2597,102599,2018.0,5.0,6140.0,6.0,6.0,5.0,3.0,1.0,,,6.0,5.0,6.0,8.0
2601,102603,2021.0,10.0,5112.0,5.0,6.0,4.0,3.0,1.0,,,6.0,4.0,2.0,9090909.0
2604,102606,2017.0,2.0,2502.0,2.0,2.0,3.0,1.0,1.0,,,2.0,3.0,2.0,32.0
2606,102608,2022.0,1.0,6179.0,6.0,5.0,4.0,1.0,1.0,,,10.0,11.0,2.0,9090909.0
2607,102609,2021.0,8.0,8171.0,8.0,8.0,8.0,1.0,1.0,,,10.0,11.0,2.0,9090909.0
2608,102610,2022.0,6.0,254.0,0.0,0.0,3.0,1.0,1.0,,,10.0,11.0,4.0,9.0
2609,102611,2022.0,5.0,4166.0,4.0,0.0,3.0,1.0,1.0,,,10.0,11.0,4.0,8.0
2613,102615,2019.0,3.0,255.0,0.0,8.0,7.0,1.0,1.0,,,5.0,8.0,1.0,
2618,102620,2016.0,12.0,6124.0,6.0,6.0,8.0,1.0,1.0,,,6.0,5.0,2.0,24.0
2619,102621,2018.0,10.0,5319.0,5.0,7.0,7.0,3.0,1.0,,,6.0,5.0,2.0,24.0
2621,102623,2020.0,5.0,3075.0,3.0,7.0,7.0,3.0,1.0,,,10.0,11.0,2.0,32.0
2635,102637,2021.0,12.0,1341.0,1.0,2.0,3.0,1.0,1.0,,,10.0,11.0,2.0,9090909.0
2636,102638,2020.0,1.0,3064.0,3.0,6.0,3.0,1.0,1.0,,,10.0,11.0,3.0,9090909.0
2637,102639,2020.0,6.0,8171.0,8.0,8.0,7.0,1.0,1.0,,,10.0,11.0,3.0,9090909.0
2638,102640,2021.0,8.0,8171.0,8.0,8.0,7.0,1.0,1.0,,,10.0,11.0,3.0,9090909.0
2639,102641,2020.0,3.0,3075.0,3.0,2.0,3.0,1.0,1.0,,,10.0,11.0,2.0,31.0
2640,102642,2021.0,10.0,1401.0,1.0,0.0,3.0,1.0,1.0,,6.0,10.0,11.0,2.0,9090909.0
2645,102647,2020.0,4.0,5317.0,5.0,5.0,8.0,3.0,1.0,,,10.0,11.0,2.0,28.0
2650,102652,2020.0,5.0,8132.0,8.0,6.0,1.0,1.0,1.0,,,10.0,11.0,2.0,24.0
2651,102653,2018.0,5.0,7022.0,7.0,6.0,5.0,3.0,1.0,,,5.0,5.0,2.0,24.0
2665,102667,2021.0,12.0,6151.0,6.0,0.0,3.0,1.0,1.0,,,2.0,3.0,2.0,9090909.0
2670,102672,2019.0,2.0,5322.0,5.0,2.0,4.0,1.0,1.0,,,10.0,11.0,2.0,9090909.0
2672,102674,2017.0,5.0,8711.0,8.0,8.0,7.0,1.0,1.0,,,6.0,4.0,2.0,9090909.0
2677,102679,2020.0,3.0,5313.0,5.0,8.0,7.0,1.0,1.0,,,6.0,4.0,6.0,9090909.0
2679,102681,2021.0,10.0,6140.0,6.0,8.0,7.0,1.0,1.0,,,6.0,4.0,6.0,9090909.0
2683,102685,2019.0,5.0,3040.0,3.0,8.0,8.0,1.0,1.0,,,10.0,11.0,2.0,24.0
2685,102687,2021.0,12.0,5317.0,5.0,8.0,7.0,3.0,1.0,,,8.0,9.0,2.0,22.0
2686,102688,2019.0,5.0,2130.0,2.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,24.0
2689,102691,2022.0,4.0,272.0,0.0,8.0,7.0,3.0,1.0,,,10.0,11.0,2.0,22.0
2690,102692,2021.0,4.0,5121.0,5.0,8.0,7.0,3.0,1.0,,,10.0,11.0,2.0,22.0
2695,102697,2018.0,5.0,3064.0,3.0,8.0,8.0,1.0,1.0,,,6.0,5.0,1.0,
2696,102698,2022.0,1.0,272.0,0.0,8.0,7.0,1.0,1.0,,,6.0,5.0,1.0,
2704,102706,2020.0,2.0,292.0,0.0,0.0,3.0,1.0,1.0,,,0.0,3.0,2.0,9090909.0
2706,102708,2019.0,2.0,263.0,0.0,3.0,4.0,3.0,1.0,,,6.0,4.0,4.0,9090909.0
2707,102709,2020.0,3.0,263.0,0.0,0.0,5.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2708,102710,2020.0,1.0,263.0,0.0,8.0,7.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2709,102711,2022.0,5.0,5413.0,5.0,0.0,3.0,1.0,1.0,,,5.0,4.0,2.0,25.0
2710,102712,2022.0,2.0,292.0,0.0,3.0,3.0,1.0,1.0,,,3.0,3.0,2.0,25.0
2711,102713,2022.0,10.0,5121.0,5.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,25.0
2713,102715,2019.0,3.0,6123.0,6.0,8.0,7.0,1.0,1.0,,,10.0,11.0,2.0,25.0
2714,102716,2022.0,3.0,271.0,0.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,25.0
2715,102717,2017.0,5.0,5322.0,5.0,8.0,7.0,1.0,1.0,,,10.0,11.0,3.0,9090909.0
2716,102718,2022.0,6.0,5317.0,5.0,0.0,3.0,1.0,1.0,,,10.0,11.0,4.0,9090909.0
2717,102719,2020.0,2.0,8171.0,8.0,8.0,7.0,1.0,1.0,,,10.0,11.0,3.0,9090909.0
2718,102720,2022.0,5.0,5322.0,5.0,8.0,3.0,1.0,1.0,,,10.0,11.0,4.0,9090909.0
2719,102721,2021.0,2.0,283.0,0.0,8.0,7.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2720,102722,2018.0,10.0,8161.0,8.0,8.0,7.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2721,102723,2022.0,10.0,5324.0,5.0,8.0,4.0,1.0,1.0,,,10.0,11.0,3.0,9090909.0
2723,102725,2022.0,7.0,263.0,0.0,0.0,3.0,1.0,1.0,,,3.0,3.0,6.0,9090909.0
2724,102726,2019.0,3.0,4204.0,4.0,0.0,3.0,1.0,1.0,,,0.0,3.0,2.0,32.0
2725,102727,2022.0,11.0,295.0,0.0,6.0,5.0,3.0,1.0,,,6.0,5.0,2.0,32.0
2727,102729,2021.0,8.0,5321.0,5.0,8.0,7.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2742,102744,2021.0,3.0,3040.0,3.0,9.0,9.0,3.0,1.0,,,9.0,9.0,3.0,10.0
2743,102745,2020.0,3.0,261.0,0.0,9.0,9.0,3.0,1.0,,,9.0,9.0,3.0,10.0
2744,102746,2022.0,9.0,8171.0,8.0,8.0,7.0,1.0,1.0,,,6.0,5.0,3.0,10.0
2745,102747,2018.0,3.0,8131.0,8.0,8.0,7.0,1.0,1.0,,,6.0,5.0,3.0,10.0
2746,102748,2017.0,1.0,6241.0,6.0,7.0,9.0,1.0,1.0,,,5.0,4.0,3.0,9090909.0
2751,102753,2022.0,8.0,1531.0,1.0,8.0,8.0,1.0,1.0,,,6.0,4.0,3.0,18.0
2752,102754,2021.0,3.0,263.0,0.0,5.0,5.0,3.0,1.0,,,5.0,5.0,5.0,9090909.0
2754,102756,2022.0,8.0,254.0,0.0,8.0,7.0,1.0,1.0,,,6.0,4.0,4.0,9090909.0
2756,102758,2022.0,5.0,284.0,0.0,8.0,8.0,1.0,1.0,,,10.0,11.0,4.0,9090909.0
2757,102759,2022.0,9.0,295.0,0.0,8.0,8.0,1.0,1.0,,,10.0,11.0,4.0,9090909.0
2758,102760,2014.0,3.0,283.0,0.0,7.0,9.0,1.0,1.0,,,10.0,11.0,1.0,
2760,102762,2020.0,3.0,299.0,0.0,8.0,3.0,1.0,1.0,,,5.0,4.0,2.0,32.0
2762,102764,2022.0,9.0,5317.0,5.0,8.0,8.0,1.0,1.0,,,0.0,5.0,4.0,9090909.0
2763,102765,2022.0,3.0,6244.0,6.0,8.0,8.0,1.0,1.0,,,5.0,4.0,4.0,9090909.0
2764,102766,2022.0,1.0,6244.0,6.0,8.0,8.0,1.0,1.0,,,5.0,4.0,4.0,9090909.0
2767,102769,2016.0,3.0,3064.0,3.0,8.0,7.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2768,102770,2019.0,12.0,6121.0,6.0,8.0,7.0,3.0,1.0,,,10.0,11.0,1.0,
2769,102771,2018.0,3.0,2130.0,2.0,6.0,4.0,3.0,1.0,,,10.0,11.0,3.0,9090909.0
2770,102772,2019.0,3.0,4166.0,4.0,6.0,8.0,3.0,1.0,,,10.0,11.0,2.0,32.0
2771,102773,2017.0,3.0,6152.0,6.0,8.0,7.0,1.0,1.0,,,6.0,4.0,2.0,32.0
2773,102775,2022.0,1.0,2141.0,2.0,0.0,3.0,1.0,1.0,,,1.0,1.0,2.0,50.0
2775,102777,2022.0,9.0,295.0,0.0,6.0,5.0,1.0,1.0,,,5.0,4.0,2.0,34.0
2776,102778,2022.0,11.0,5322.0,5.0,6.0,8.0,1.0,1.0,,,5.0,4.0,2.0,34.0
2780,102782,2018.0,10.0,254.0,0.0,6.0,5.0,3.0,1.0,,,6.0,5.0,2.0,62.0
2783,102785,2022.0,3.0,7025.0,7.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,62.0
2784,102786,2019.0,8.0,5222.0,5.0,0.0,1.0,2.0,1.0,,,0.0,5.0,2.0,58.0
2788,102790,2021.0,10.0,1344.0,1.0,5.0,5.0,3.0,1.0,,,5.0,4.0,1.0,
2790,102792,2021.0,5.0,3040.0,3.0,8.0,8.0,1.0,1.0,,,8.0,8.0,1.0,
2792,102794,2021.0,9.0,8172.0,8.0,8.0,8.0,1.0,1.0,,,8.0,8.0,1.0,
2793,102795,2021.0,11.0,5317.0,5.0,6.0,8.0,1.0,1.0,,,5.0,4.0,3.0,20.0
2794,102796,2021.0,6.0,8124.0,8.0,6.0,8.0,1.0,1.0,,,6.0,4.0,3.0,20.0
2797,102799,2022.0,8.0,6161.0,6.0,9.0,5.0,3.0,1.0,,,9.0,5.0,4.0,9090909.0
2802,102804,2022.0,5.0,6151.0,6.0,5.0,4.0,3.0,1.0,,,5.0,4.0,2.0,34.0
2804,102806,2022.0,7.0,5322.0,5.0,6.0,8.0,3.0,1.0,,,6.0,4.0,2.0,25.0
2810,102812,2021.0,10.0,6151.0,6.0,6.0,5.0,3.0,1.0,,,6.0,5.0,1.0,
2811,102813,2020.0,1.0,1343.0,1.0,8.0,7.0,1.0,1.0,,,5.0,4.0,2.0,34.0
2812,102814,2019.0,10.0,6151.0,6.0,8.0,7.0,1.0,1.0,,,10.0,11.0,3.0,15.0
2813,102815,2014.0,3.0,8172.0,8.0,8.0,7.0,1.0,1.0,,,8.0,9.0,3.0,20.0
2815,102817,2021.0,9.0,8129.0,8.0,8.0,7.0,1.0,1.0,,,6.0,4.0,3.0,22.0
2817,102819,2021.0,3.0,3064.0,3.0,8.0,7.0,3.0,1.0,,,10.0,11.0,1.0,
2818,102820,2021.0,2.0,5112.0,5.0,8.0,7.0,3.0,1.0,,,10.0,11.0,1.0,
2819,102821,2020.0,3.0,3040.0,3.0,6.0,8.0,3.0,1.0,,,5.0,4.0,2.0,26.0
2821,102823,2021.0,5.0,262.0,0.0,0.0,3.0,1.0,1.0,,,0.0,3.0,2.0,26.0
2822,102824,2018.0,3.0,5113.0,5.0,6.0,4.0,3.0,1.0,,,6.0,5.0,2.0,26.0
2826,102828,2017.0,6.0,6151.0,6.0,5.0,5.0,3.0,1.0,,,5.0,5.0,2.0,32.0
2827,102829,2016.0,5.0,5315.0,5.0,8.0,5.0,1.0,1.0,,,5.0,4.0,4.0,20.0
2828,102830,2013.0,3.0,6161.0,6.0,8.0,7.0,1.0,1.0,,,5.0,7.0,3.0,20.0
2829,102831,2022.0,1.0,263.0,0.0,8.0,7.0,1.0,1.0,,,8.0,7.0,6.0,10.0
2831,102833,2021.0,6.0,4204.0,4.0,8.0,7.0,1.0,1.0,,,5.0,4.0,2.0,32.0
2832,102834,2020.0,10.0,6241.0,6.0,8.0,7.0,1.0,1.0,,,8.0,7.0,2.0,32.0
2833,102835,2020.0,3.0,5119.0,5.0,8.0,7.0,3.0,1.0,,,10.0,11.0,2.0,23.0
2837,102839,2021.0,4.0,5319.0,5.0,8.0,7.0,1.0,1.0,,,6.0,9.0,2.0,32.0
2839,102841,2021.0,10.0,295.0,0.0,6.0,4.0,1.0,1.0,,,5.0,3.0,2.0,32.0
2841,102843,2022.0,7.0,5322.0,5.0,5.0,9.0,1.0,1.0,,,5.0,4.0,3.0,23.0
2842,102844,2022.0,8.0,6171.0,6.0,5.0,4.0,1.0,1.0,,,6.0,5.0,2.0,20.0
2845,102847,2020.0,5.0,5322.0,5.0,8.0,7.0,1.0,1.0,,,5.0,4.0,2.0,24.0
2846,102848,2022.0,7.0,6241.0,6.0,8.0,7.0,1.0,1.0,,,5.0,4.0,2.0,22.0
2847,102849,2020.0,3.0,299.0,0.0,6.0,7.0,1.0,1.0,,,2.0,4.0,2.0,32.0
2853,102855,2015.0,1.0,6151.0,6.0,2.0,4.0,1.0,1.0,,,10.0,11.0,2.0,33.0
2854,102856,2022.0,8.0,4204.0,4.0,2.0,4.0,1.0,1.0,,,10.0,11.0,2.0,33.0
2855,102857,2021.0,12.0,6244.0,6.0,11.0,12.0,,,,,8.0,7.0,2.0,32.0
2859,102861,2020.0,12.0,6241.0,6.0,8.0,1.0,1.0,1.0,,,5.0,4.0,2.0,22.0
2861,102863,2021.0,10.0,5322.0,5.0,6.0,8.0,3.0,1.0,,,5.0,4.0,2.0,22.0
2863,102865,2015.0,3.0,284.0,0.0,6.0,4.0,3.0,1.0,,,10.0,11.0,3.0,16.0
2866,102868,2020.0,5.0,5317.0,5.0,6.0,4.0,3.0,1.0,,,10.0,11.0,3.0,16.0
2867,102869,2021.0,3.0,263.0,0.0,8.0,7.0,1.0,1.0,,,10.0,11.0,3.0,16.0
2870,102872,2022.0,3.0,284.0,0.0,8.0,7.0,1.0,1.0,,,6.0,5.0,2.0,35.0
2872,102874,2020.0,3.0,241.0,0.0,8.0,7.0,3.0,1.0,,,8.0,7.0,2.0,33.0
2875,102877,2022.0,3.0,6155.0,6.0,6.0,5.0,1.0,1.0,,,6.0,5.0,2.0,9090909.0
2879,102881,2019.0,10.0,3073.0,3.0,5.0,5.0,3.0,1.0,,,6.0,4.0,2.0,9090909.0
2880,102882,2017.0,2.0,2321.0,2.0,8.0,7.0,1.0,1.0,,,10.0,11.0,2.0,28.0
2881,102883,2022.0,5.0,322.0,0.0,5.0,4.0,1.0,1.0,,,5.0,4.0,2.0,28.0
2883,102885,2021.0,10.0,255.0,0.0,6.0,5.0,1.0,1.0,,,6.0,5.0,2.0,28.0
2885,102887,2019.0,7.0,6162.0,6.0,0.0,3.0,1.0,1.0,,,0.0,3.0,6.0,34.0
2886,102888,2021.0,12.0,6162.0,6.0,9.0,6.0,3.0,1.0,,,9.0,6.0,6.0,40.0
2887,102889,2020.0,3.0,263.0,0.0,8.0,3.0,1.0,1.0,,,0.0,3.0,6.0,12.0
2888,102890,2022.0,10.0,1221.0,1.0,6.0,5.0,3.0,1.0,,,5.0,4.0,3.0,38.0
2890,102892,2021.0,4.0,5112.0,5.0,8.0,7.0,1.0,1.0,,,10.0,11.0,6.0,28.0
2891,102893,2022.0,5.0,1332.0,1.0,1.0,3.0,1.0,1.0,,,10.0,11.0,2.0,50.0
2895,102897,2020.0,3.0,263.0,0.0,6.0,5.0,3.0,1.0,,,6.0,5.0,4.0,12.0
2897,102899,2019.0,9.0,2220.0,2.0,8.0,7.0,1.0,1.0,,,6.0,8.0,2.0,32.0
2899,102901,2020.0,12.0,255.0,0.0,0.0,3.0,1.0,1.0,,,10.0,11.0,3.0,10.0
2901,102903,2021.0,4.0,6124.0,6.0,6.0,5.0,3.0,1.0,,,6.0,5.0,2.0,34.0
2902,102904,2020.0,3.0,263.0,0.0,6.0,5.0,3.0,1.0,,,6.0,5.0,2.0,32.0
2906,102908,2020.0,11.0,6162.0,6.0,0.0,3.0,1.0,1.0,,,0.0,3.0,2.0,32.0
2911,102913,2019.0,12.0,8340.0,8.0,8.0,3.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2915,102917,2022.0,3.0,284.0,0.0,6.0,7.0,1.0,1.0,,,10.0,11.0,3.0,25.0
2916,102918,2021.0,10.0,291.0,0.0,10.0,11.0,,1.0,,,0.0,3.0,2.0,50.0
2920,102922,2020.0,12.0,6124.0,6.0,0.0,1.0,1.0,1.0,,,10.0,11.0,3.0,9090909.0
2921,102923,2021.0,3.0,241.0,0.0,0.0,1.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2923,102925,2020.0,2.0,284.0,0.0,8.0,7.0,1.0,1.0,,,5.0,4.0,4.0,10.0
2926,102928,2020.0,11.0,261.0,0.0,0.0,1.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2927,102929,2022.0,5.0,295.0,0.0,0.0,3.0,1.0,1.0,,,0.0,5.0,2.0,32.0
2928,102930,2020.0,7.0,261.0,0.0,0.0,5.0,1.0,1.0,,,10.0,11.0,2.0,36.0
2930,102932,2018.0,5.0,263.0,0.0,0.0,3.0,1.0,1.0,,,10.0,11.0,1.0,
2931,102933,2020.0,10.0,263.0,0.0,0.0,3.0,1.0,1.0,,,10.0,11.0,1.0,
2937,102939,2022.0,3.0,5317.0,5.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,40.0
2939,102941,2018.0,1.0,6162.0,6.0,8.0,7.0,1.0,1.0,,,6.0,8.0,2.0,32.0
2941,102943,2017.0,2.0,263.0,0.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,36.0
2942,102944,2021.0,3.0,2502.0,2.0,6.0,5.0,3.0,1.0,,,6.0,4.0,2.0,29.0
2943,102945,2022.0,3.0,2141.0,2.0,6.0,5.0,3.0,1.0,,,6.0,5.0,2.0,27.0
2947,102949,2021.0,5.0,6162.0,6.0,0.0,3.0,1.0,1.0,,,0.0,3.0,1.0,
2949,102951,2021.0,6.0,6161.0,6.0,0.0,4.0,1.0,1.0,,,0.0,3.0,2.0,32.0
2952,102954,2021.0,6.0,3075.0,3.0,8.0,7.0,1.0,1.0,,,6.0,5.0,3.0,9090909.0
2954,102956,2022.0,3.0,263.0,0.0,6.0,5.0,3.0,1.0,,,6.0,5.0,3.0,9090909.0
2955,102957,2021.0,3.0,8712.0,8.0,6.0,5.0,3.0,1.0,,,7.0,7.0,5.0,9090909.0
2957,102959,2022.0,10.0,1554.0,1.0,8.0,8.0,1.0,1.0,,,5.0,4.0,6.0,9090909.0
2967,102969,2022.0,9.0,5322.0,5.0,8.0,7.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2968,102970,2022.0,6.0,283.0,0.0,8.0,7.0,1.0,1.0,,,5.0,4.0,2.0,24.0
2972,102974,2020.0,5.0,6151.0,6.0,6.0,7.0,3.0,1.0,,,10.0,11.0,2.0,32.0
2975,102977,2019.0,10.0,4155.0,4.0,8.0,8.0,1.0,1.0,,,5.0,4.0,3.0,9090909.0
2976,102978,2021.0,4.0,6161.0,6.0,8.0,8.0,1.0,1.0,,,5.0,4.0,3.0,9090909.0
2977,102979,2021.0,12.0,332.0,0.0,8.0,8.0,1.0,1.0,,,5.0,4.0,2.0,24.0
2979,102981,2020.0,6.0,5317.0,5.0,8.0,8.0,1.0,1.0,,,10.0,11.0,2.0,29.0
2980,102982,2020.0,8.0,6223.0,6.0,11.0,12.0,,,,,8.0,8.0,2.0,29.0
2981,102983,2019.0,10.0,272.0,0.0,11.0,12.0,,,,,8.0,8.0,2.0,29.0
2985,102987,2021.0,3.0,7060.0,7.0,6.0,5.0,1.0,1.0,,,6.0,5.0,1.0,
2986,102988,2021.0,3.0,1554.0,1.0,6.0,5.0,1.0,1.0,,,6.0,5.0,4.0,9090909.0
2987,102989,2022.0,6.0,8352.0,8.0,8.0,7.0,1.0,1.0,,,5.0,4.0,2.0,24.0
2988,102990,2021.0,8.0,254.0,0.0,3.0,3.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2989,102991,2020.0,3.0,254.0,0.0,0.0,3.0,1.0,1.0,,,6.0,7.0,2.0,32.0
2990,102992,2022.0,8.0,271.0,0.0,8.0,7.0,1.0,2.0,5.0,,10.0,11.0,2.0,20.0
2992,102994,2020.0,1.0,261.0,0.0,8.0,7.0,1.0,1.0,,,6.0,5.0,2.0,20.0
2993,102995,2021.0,1.0,332.0,0.0,0.0,4.0,1.0,1.0,,,8.0,4.0,2.0,20.0
2994,102996,2018.0,3.0,5221.0,5.0,8.0,7.0,1.0,1.0,,,6.0,5.0,2.0,32.0
2995,102997,2021.0,11.0,4151.0,4.0,8.0,7.0,1.0,1.0,,,10.0,11.0,2.0,32.0
2996,102998,2022.0,6.0,7060.0,7.0,8.0,7.0,2.0,1.0,,,10.0,11.0,2.0,32.0
2999,103001,2022.0,1.0,6124.0,6.0,8.0,7.0,1.0,1.0,,,6.0,5.0,2.0,31.0
3005,103007,2022.0,8.0,295.0,0.0,0.0,3.0,1.0,1.0,,,0.0,3.0,2.0,31.0
3008,103010,2018.0,3.0,291.0,0.0,8.0,7.0,1.0,1.0,,,6.0,5.0,3.0,24.0
3009,103011,2021.0,3.0,8252.0,8.0,6.0,4.0,1.0,1.0,,,0.0,3.0,3.0,32.0
3013,103015,2022.0,9.0,1221.0,1.0,1.0,2.0,1.0,2.0,6.0,,10.0,11.0,6.0,7.0
3014,103016,2022.0,10.0,6153.0,6.0,1.0,2.0,1.0,2.0,7.0,,10.0,11.0,1.0,
3015,103017,2017.0,8.0,2123.0,2.0,0.0,3.0,1.0,1.0,,,6.0,3.0,1.0,
3019,103021,2022.0,10.0,5317.0,5.0,0.0,1.0,1.0,1.0,,,10.0,11.0,1.0,
3022,103024,2021.0,9.0,6151.0,6.0,0.0,3.0,1.0,1.0,,,0.0,5.0,1.0,
3023,103025,2022.0,4.0,5317.0,5.0,0.0,3.0,1.0,1.0,,,10.0,11.0,1.0,
3027,103029,2020.0,3.0,1401.0,1.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,32.0
3034,103036,2020.0,4.0,8123.0,8.0,8.0,5.0,1.0,1.0,,,6.0,5.0,4.0,20.0
3036,103038,2022.0,4.0,321.0,0.0,6.0,5.0,3.0,1.0,,,6.0,5.0,4.0,9090909.0
3037,103039,2020.0,3.0,324.0,0.0,0.0,3.0,1.0,1.0,,,0.0,3.0,2.0,35.0
3040,103042,2022.0,4.0,5317.0,5.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,35.0
3043,103045,2021.0,2.0,323.0,0.0,6.0,5.0,3.0,1.0,,,6.0,4.0,6.0,10.0
3044,103046,2020.0,5.0,6151.0,6.0,10.0,11.0,,1.0,,,6.0,1.0,3.0,28.0
3045,103047,2021.0,12.0,6161.0,6.0,10.0,11.0,,1.0,,,5.0,5.0,3.0,35.0
3046,103048,2021.0,9.0,6151.0,6.0,6.0,3.0,1.0,1.0,,,5.0,1.0,1.0,
3047,103049,2021.0,5.0,4163.0,4.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,34.0
3049,103051,2020.0,4.0,3075.0,3.0,8.0,7.0,1.0,1.0,,,10.0,11.0,2.0,32.0
3051,103053,2021.0,4.0,1221.0,1.0,0.0,3.0,1.0,1.0,,,10.0,11.0,6.0,7.0
3052,103054,2017.0,4.0,2130.0,2.0,8.0,7.0,3.0,1.0,,,6.0,4.0,2.0,35.0
3053,103055,2021.0,2.0,2130.0,2.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,35.0
3057,103059,2018.0,2.0,4155.0,4.0,0.0,3.0,1.0,1.0,,,10.0,11.0,3.0,35.0
3059,103061,2022.0,4.0,283.0,0.0,0.0,2.0,1.0,1.0,,,10.0,11.0,1.0,
3060,103062,2021.0,12.0,1343.0,1.0,8.0,7.0,1.0,1.0,,,5.0,4.0,6.0,8.0
3061,103063,2021.0,5.0,5317.0,5.0,1.0,2.0,1.0,1.0,,,6.0,4.0,2.0,32.0
3062,103064,2022.0,3.0,8172.0,8.0,7.0,7.0,1.0,1.0,,,6.0,4.0,2.0,24.0
3063,103065,2019.0,4.0,1511.0,1.0,0.0,3.0,1.0,1.0,,,10.0,11.0,6.0,32.0
3066,103068,2022.0,7.0,295.0,0.0,0.0,3.0,1.0,1.0,,,6.0,5.0,2.0,9090909.0
3069,103071,2022.0,2.0,3040.0,3.0,8.0,7.0,1.0,1.0,,,6.0,4.0,2.0,32.0
3070,103072,2022.0,7.0,7060.0,7.0,2.0,3.0,3.0,1.0,,,11.0,12.0,2.0,31.0
3071,103073,2022.0,8.0,6151.0,6.0,0.0,3.0,1.0,1.0,,,0.0,3.0,2.0,32.0
3081,103083,2022.0,3.0,2403.0,2.0,11.0,12.0,,,,,6.0,5.0,4.0,24.0
3084,103086,2022.0,4.0,292.0,0.0,11.0,12.0,,,,,2.0,1.0,6.0,12.0
3086,103088,2019.0,12.0,1343.0,1.0,0.0,3.0,1.0,1.0,,,0.0,3.0,3.0,15.0
3087,103089,2021.0,10.0,282.0,0.0,0.0,3.0,1.0,1.0,,,0.0,3.0,6.0,12.0
3088,103090,2019.0,2.0,1403.0,1.0,0.0,3.0,1.0,1.0,,,3.0,3.0,2.0,33.0
3089,103091,2018.0,3.0,291.0,0.0,6.0,4.0,1.0,1.0,,,10.0,11.0,6.0,12.0
3092,103094,2016.0,3.0,271.0,0.0,5.0,4.0,1.0,1.0,,,8.0,7.0,2.0,9090909.0
3095,103097,2021.0,11.0,321.0,0.0,8.0,7.0,1.0,1.0,,,5.0,7.0,2.0,9090909.0
3097,103099,2021.0,7.0,4153.0,4.0,8.0,7.0,1.0,1.0,,,8.0,7.0,1.0,
3100,103102,2022.0,5.0,6151.0,6.0,8.0,7.0,3.0,1.0,,,5.0,4.0,1.0,
3101,103103,2022.0,3.0,263.0,0.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,34.0
3105,103107,2022.0,5.0,1332.0,1.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,32.0
3106,103108,2021.0,10.0,254.0,0.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,32.0
3109,103111,2017.0,3.0,263.0,0.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,32.0
3110,103112,2020.0,2.0,263.0,0.0,0.0,3.0,1.0,1.0,,,10.0,11.0,2.0,32.0
3111,103113,2021.0,12.0,292.0,0.0,6.0,5.0,2.0,1.0,,,5.0,4.0,1.0,
3112,103114,2020.0,12.0,2401.0,2.0,5.0,4.0,1.0,1.0,,,6.0,1.0,2.0,32.0
3120,103122,2021.0,9.0,3040.0,3.0,6.0,5.0,3.0,1.0,,,6.0,5.0,1.0,
3121,103123,2022.0,2.0,255.0,0.0,0.0,3.0,1.0,1.0,,,6.0,5.0,1.0,
3130,103132,2021.0,12.0,2141.0,2.0,6.0,5.0,3.0,1.0,,,6.0,4.0,1.0,
3133,103135,2022.0,7.0,8121.0,8.0,0.0,1.0,1.0,1.0,,,10.0,11.0,2.0,32.0
3139,103141,2020.0,3.0,4169.0,4.0,6.0,5.0,1.0,1.0,,,6.0,5.0,2.0,32.0
